order_id,order_date,region,category,product,quantity,sales_inr,profit_inr
PE00619,2026-04-21,Guntur,Lab Tests,Vitamin D Test,3,4936.02,881.31
PE00219,2026-04-01,Visakhapatnam,OTC Medicines,Antacid Tablets,1,49.85,4.1
PE00504,2026-04-04,Hyderabad,OTC Medicines,ORS Sachet,3,378.0,56.34
PE00815,2026-05-10,Warangal,Prescription Medicines,Metformin 500mg,1,545.18,83.61
PE01865,2026-06-24,Hyderabad,OTC Medicines,Cetirizine 10mg,4,602.84,75.38
PE00940,2026-05-17,Guntur,Personal Care,Face Wash,4,1115.0,149.54
PE01806,2026-06-19,Bengaluru,Prescription Medicines,Amlodipine 5mg,2,448.08,92.7
PE00416,2026-04-03,Bengaluru,Medical Devices,Nebulizer,2,5781.32,864.62
PE01680,2026-06-05,Vijayawada,OTC Medicines,ORS Sachet,3,659.61,62.95
PE00669,2026-04-08,Bengaluru,Prescription Medicines,Atorvastatin 10mg,1,616.92,60.42
PE01924,2026-06-16,Bengaluru,OTC Medicines,ORS Sachet,4,409.88,58.99
PE01834,2026-06-02,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,2,1167.4,230.33
PE00570,2026-04-21,Guntur,OTC Medicines,Paracetamol 500mg,5,779.3,108.31
PE02081,2026-06-11,Visakhapatnam,Medical Devices,Thermometer,2,3473.16,757.2
PE01248,2026-05-09,Bengaluru,OTC Medicines,Cough Syrup 100ml,1,145.1,23.19
PE00579,2026-04-30,Vijayawada,OTC Medicines,Antacid Tablets,4,282.96,26.85
PE00442,2026-04-24,Bengaluru,Personal Care,Face Wash,5,547.4,83.93
PE00633,2026-04-05,Nellore,Personal Care,Hand Sanitizer 500ml,2,950.9,131.96
PE00483,2026-04-24,Hyderabad,OTC Medicines,ORS Sachet,4,230.32,34.33
PE00648,2026-04-08,Vijayawada,OTC Medicines,Cetirizine 10mg,3,289.62,26.37
PE01014,2026-05-25,Hyderabad,OTC Medicines,Cetirizine 10mg,1,59.31,7.1
PE00092,2026-04-28,Vijayawada,OTC Medicines,Antacid Tablets,2,353.36,75.96
PE00722,2026-05-13,Nellore,Wellness & Nutrition,Fish Oil Capsules,2,1877.84,272.54
PE00589,2026-04-03,Bengaluru,Wellness & Nutrition,Calcium + D3 Tablets,5,6859.25,1479.37
PE00107,2026-04-23,Hyderabad,Personal Care,Face Wash,5,2016.6,193.84
PE00311,2026-04-06,Vijayawada,Prescription Medicines,Atorvastatin 10mg,4,1812.76,274.9
PE01763,2026-06-09,Karimnagar,Personal Care,Face Wash,1,389.6,36.36
PE01930,2026-06-24,Vijayawada,OTC Medicines,Cough Syrup 100ml,2,149.14,24.96
PE01595,2026-06-16,Guntur,Prescription Medicines,Atorvastatin 10mg,5,2790.75,399.24
PE00546,2026-04-22,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,3,2272.98,196.04
PE02034,2026-06-20,Hyderabad,Prescription Medicines,Amlodipine 5mg,1,459.84,99.84
PE02094,2026-06-05,Bengaluru,OTC Medicines,Cetirizine 10mg,1,114.12,19.28
PE00379,2026-04-09,Visakhapatnam,Medical Devices,Glucometer Kit,4,4567.96,699.17
PE01084,2026-05-28,Warangal,Prescription Medicines,Amlodipine 5mg,4,1191.52,213.06
PE01193,2026-05-26,Tirupati,Wellness & Nutrition,Whey Protein 1kg,3,2212.8,333.29
PE00205,2026-04-15,Guntur,OTC Medicines,Cetirizine 10mg,1,61.83,11.35
PE00621,2026-04-29,Vijayawada,OTC Medicines,ORS Sachet,1,61.85,10.36
PE01596,2026-06-06,Hyderabad,OTC Medicines,Paracetamol 500mg,5,577.05,53.89
PE02001,2026-06-06,Tirupati,OTC Medicines,Cough Syrup 100ml,5,461.4,94.98
PE00207,2026-04-10,Warangal,Prescription Medicines,Azithromycin 500mg,4,2199.36,347.21
PE00326,2026-04-21,Vijayawada,Lab Tests,Vitamin D Test,5,3336.7,661.59
PE00853,2026-05-01,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,786.32,99.02
PE02064,2026-06-11,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,1,387.29,82.23
PE01213,2026-05-31,Nellore,Prescription Medicines,Metformin 500mg,3,1088.37,110.93
PE00855,2026-05-27,Hyderabad,Wellness & Nutrition,Immunity Booster Syrup,2,2453.14,473.96
PE00751,2026-05-16,Hyderabad,OTC Medicines,Cetirizine 10mg,1,218.6,43.46
PE01609,2026-06-05,Bengaluru,Personal Care,Sunscreen SPF50,1,256.46,33.13
PE00491,2026-04-28,Tirupati,Personal Care,Baby Diaper Pack,1,103.82,12.83
PE00578,2026-04-26,Bengaluru,OTC Medicines,Cough Syrup 100ml,2,201.12,32.69
PE01395,2026-05-18,Guntur,Personal Care,Hand Sanitizer 500ml,1,385.41,62.3
PE01646,2026-06-06,Karimnagar,Personal Care,Baby Diaper Pack,4,1574.2,193.98
PE00898,2026-05-13,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,3,4061.64,622.48
PE00620,2026-04-07,Guntur,OTC Medicines,Paracetamol 500mg,5,637.7,76.56
PE00802,2026-05-18,Bengaluru,Wellness & Nutrition,Fish Oil Capsules,4,2477.08,229.22
PE00253,2026-04-08,Hyderabad,Medical Devices,Glucometer Kit,2,4290.34,386.9
PE00938,2026-05-21,Bengaluru,OTC Medicines,Paracetamol 500mg,4,435.16,34.83
PE01932,2026-06-06,Visakhapatnam,Wellness & Nutrition,Fish Oil Capsules,3,3968.58,495.38
PE00776,2026-05-28,Hyderabad,Wellness & Nutrition,Immunity Booster Syrup,3,1494.84,250.08
PE01373,2026-05-30,Bengaluru,Prescription Medicines,Metformin 500mg,4,399.84,59.15
PE00818,2026-05-12,Bengaluru,Medical Devices,Thermometer,2,1539.74,264.6
PE01906,2026-06-13,Karimnagar,Personal Care,Sunscreen SPF50,1,358.36,75.96
PE01809,2026-06-19,Guntur,Personal Care,Sunscreen SPF50,1,226.95,29.13
PE01730,2026-06-21,Hyderabad,Medical Devices,Digital BP Monitor,4,5179.52,616.63
PE01168,2026-05-23,Bengaluru,OTC Medicines,ORS Sachet,1,43.21,6.44
PE01385,2026-05-09,Hyderabad,Prescription Medicines,Insulin Pen,3,1123.8,210.35
PE01717,2026-06-17,Vijayawada,Medical Devices,Pulse Oximeter,1,846.52,91.25
PE00431,2026-04-25,Nellore,Prescription Medicines,Insulin Pen,5,2106.75,422.96
PE00807,2026-05-24,Nellore,OTC Medicines,Cetirizine 10mg,5,397.6,77.65
PE00803,2026-05-14,Bengaluru,Prescription Medicines,Metformin 500mg,2,1267.16,229.69
PE00713,2026-05-12,Hyderabad,OTC Medicines,Cough Syrup 100ml,4,617.28,75.75
PE00638,2026-04-19,Guntur,Prescription Medicines,Azithromycin 500mg,4,1215.6,166.3
PE01833,2026-06-21,Hyderabad,Medical Devices,Nebulizer,4,1900.12,294.47
PE01670,2026-06-19,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,1,844.98,156.94
PE00166,2026-04-20,Vijayawada,OTC Medicines,Cetirizine 10mg,5,912.1,105.93
PE01334,2026-05-27,Vijayawada,Personal Care,Face Wash,2,298.58,52.92
PE00889,2026-05-24,Tirupati,OTC Medicines,Cetirizine 10mg,5,787.55,80.22
PE00571,2026-04-14,Tirupati,Medical Devices,Glucometer Kit,3,3447.24,749.06
PE01838,2026-06-25,Bengaluru,Wellness & Nutrition,Whey Protein 1kg,4,3395.64,686.43
PE01376,2026-05-21,Warangal,Medical Devices,Pulse Oximeter,2,1001.8,113.17
PE01517,2026-06-14,Tirupati,Wellness & Nutrition,Calcium + D3 Tablets,4,3116.92,604.47
PE01179,2026-05-14,Vijayawada,OTC Medicines,Antacid Tablets,1,54.25,4.89
PE00919,2026-05-27,Nellore,Lab Tests,Lipid Profile,2,2425.28,402.41
PE01002,2026-05-26,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,1,724.47,158.33
PE01010,2026-05-18,Vijayawada,Prescription Medicines,Azithromycin 500mg,2,397.64,60.3
PE00668,2026-04-23,Hyderabad,OTC Medicines,Paracetamol 500mg,2,213.02,43.24
PE00143,2026-04-15,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,5,1948.55,217.92
PE01232,2026-05-09,Nellore,Prescription Medicines,Insulin Pen,1,372.96,65.22
PE01363,2026-05-20,Hyderabad,Prescription Medicines,Insulin Pen,1,566.57,94.68
PE00972,2026-05-12,Guntur,Lab Tests,Lipid Profile,3,3163.8,340.64
PE01138,2026-05-04,Karimnagar,Medical Devices,Pulse Oximeter,1,2696.67,480.13
PE02028,2026-06-01,Hyderabad,OTC Medicines,Cetirizine 10mg,2,81.16,11.26
PE00049,2026-04-25,Vijayawada,Prescription Medicines,Amlodipine 5mg,4,1844.2,347.61
PE01925,2026-06-06,Bengaluru,Personal Care,Hand Sanitizer 500ml,5,632.35,65.25
PE01895,2026-06-27,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,1,1227.85,180.09
PE00146,2026-04-07,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,2,2774.52,336.34
PE00643,2026-04-11,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,1,49.1,7.56
PE01841,2026-06-14,Guntur,OTC Medicines,Cough Syrup 100ml,5,241.3,34.01
PE01314,2026-05-31,Hyderabad,Personal Care,Face Wash,2,956.28,99.8
PE01588,2026-06-11,Bengaluru,Wellness & Nutrition,Multivitamin Tablets,3,1343.07,183.24
PE00388,2026-04-04,Nellore,Wellness & Nutrition,Fish Oil Capsules,4,2426.08,363.38
PE01342,2026-05-22,Bengaluru,OTC Medicines,Antacid Tablets,1,184.39,40.38
PE01604,2026-06-29,Guntur,Prescription Medicines,Insulin Pen,3,657.39,105.58
PE00292,2026-04-11,Tirupati,Personal Care,Face Wash,1,548.57,49.32
PE00318,2026-04-17,Bengaluru,Personal Care,Sunscreen SPF50,1,422.84,88.6
PE02065,2026-06-08,Bengaluru,Personal Care,Antiseptic Liquid,1,363.97,31.65
PE02054,2026-06-09,Hyderabad,OTC Medicines,Paracetamol 500mg,2,281.78,46.07
PE00171,2026-04-27,Nellore,Prescription Medicines,Atorvastatin 10mg,5,1315.1,199.43
PE00783,2026-05-26,Warangal,Personal Care,Sunscreen SPF50,4,1731.88,337.67
PE01722,2026-06-24,Tirupati,Wellness & Nutrition,Calcium + D3 Tablets,1,1278.04,170.83
PE00365,2026-04-17,Nellore,Prescription Medicines,Metformin 500mg,1,408.7,63.47
PE00530,2026-04-03,Warangal,,Cetirizine 10mg,2,242.24,45.38
PE00299,2026-04-23,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,3,3988.83,491.44
PE00443,2026-04-29,Vijayawada,Medical Devices,Glucometer Kit,1,534.75,50.56
PE00254,2026-04-28,Vijayawada,Prescription Medicines,Insulin Pen,5,2285.1,496.56
PE01952,2026-06-22,Visakhapatnam,Prescription Medicines,Insulin Pen,2,612.54,116.7
PE00385,2026-04-15,Vijayawada,Prescription Medicines,Metformin 500mg,5,2430.9,292.27
PE00684,2026-04-08,Hyderabad,Personal Care,Hand Sanitizer 500ml,1,373.5,49.69
PE01939,2026-06-01,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,2,605.74,95.52
PE00324,2026-04-13,Visakhapatnam,Wellness & Nutrition,Calcium + D3 Tablets,1,813.45,117.28
PE00407,2026-04-08,Guntur,Medical Devices,Glucometer Kit,3,1771.41,361.2
PE01354,2026-05-02,Warangal,Prescription Medicines,Metformin 500mg,3,1132.08,152.44
PE00209,2026-04-09,Guntur,Personal Care,Antiseptic Liquid,3,1619.58,183.71
PE00556,2026-04-12,Hyderabad,OTC Medicines,ORS Sachet,3,456.06,55.93
PE01019,2026-05-09,Bengaluru,OTC Medicines,Paracetamol 500mg,1,101.59,17.82
PE00419,2026-04-09,Vijayawada,Wellness & Nutrition,Multivitamin Tablets,3,3758.43,566.09
PE00761,2026-05-06,Warangal,Wellness & Nutrition,Whey Protein 1kg,1,484.38,77.08
PE01409,2026-06-11,Hyderabad,OTC Medicines,Antacid Tablets,1,114.95,24.79
PE01779,2026-06-05,Nellore,Wellness & Nutrition,Fish Oil Capsules,1,340.38,30.4
PE00109,2026-04-24,Bengaluru,Personal Care,Face Wash,3,801.6,117.61
PE01423,2026-06-01,Guntur,Wellness & Nutrition,Whey Protein 1kg,1,714.92,111.33
PE00149,2026-04-12,Visakhapatnam,Lab Tests,Vitamin D Test,4,2958.36,447.35
PE01815,2026-06-26,Warangal,Personal Care,Baby Diaper Pack,1,308.27,54.25
PE01411,2026-06-02,Warangal,,Insulin Pen,2,1243.82,238.13
PE01637,2026-06-29,Tirupati,OTC Medicines,Antacid Tablets,4,476.92,86.21
PE00582,2026-04-25,Hyderabad,OTC Medicines,Antacid Tablets,5,972.2,209.67
PE00976,2026-05-24,Vijayawada,OTC Medicines,Cough Syrup 100ml,2,411.18,63.82
PE01396,2026-05-26,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,5,1300.55,142.46
PE01742,2026-06-06,Vijayawada,Prescription Medicines,Azithromycin 500mg,2,368.26,58.75
PE01450,2026-06-04,Hyderabad,Prescription Medicines,Atorvastatin 10mg,4,1752.96,303.12
PE00786,2026-05-15,Hyderabad,Personal Care,Antiseptic Liquid,2,242.18,45.68
PE00297,2026-04-29,Nellore,Wellness & Nutrition,Whey Protein 1kg,4,3353.04,692.37
PE01158,2026-05-02,Warangal,Personal Care,Baby Diaper Pack,2,196.76,23.37
PE02019,2026-06-20,Visakhapatnam,OTC Medicines,ORS Sachet,5,963.3,161.04
PE01080,2026-05-28,Bengaluru,Prescription Medicines,Metformin 500mg,5,1912.15,173.16
PE00159,2026-04-11,Bengaluru,OTC Medicines,Cetirizine 10mg,3,604.65,56.56
PE00689,2026-04-15,Visakhapatnam,Prescription Medicines,Azithromycin 500mg,4,874.36,77.27
PE01454,2026-06-04,Vijayawada,Personal Care,Face Wash,2,498.2,97.12
PE02044,2026-06-05,Warangal,Personal Care,Baby Diaper Pack,2,450.8,62.4
PE01211,2026-05-27,Guntur,Wellness & Nutrition,Whey Protein 1kg,5,4623.35,450.73
PE02021,2026-06-12,Bengaluru,OTC Medicines,Cough Syrup 100ml,3,307.89,66.14
PE00275,2026-04-02,Warangal,Prescription Medicines,Amlodipine 5mg,5,2202.85,449.4
PE00040,2026-04-03,Bengaluru,OTC Medicines,ORS Sachet,1,114.1,23.47
PE01356,2026-05-01,Vijayawada,Prescription Medicines,Insulin Pen,2,448.78,90.62
PE00361,2026-04-17,Warangal,Prescription Medicines,Azithromycin 500mg,1,266.91,40.85
PE00922,2026-05-12,Vijayawada,OTC Medicines,Cetirizine 10mg,4,273.6,34.95
PE01904,2026-06-02,Hyderabad,Lab Tests,Lipid Profile,5,2534.85,281.31
PE01153,2026-05-22,Bengaluru,Prescription Medicines,Amlodipine 5mg,2,444.12,92.69
PE01414,2026-06-25,Hyderabad,OTC Medicines,Cetirizine 10mg,3,202.77,31.33
PE01221,2026-05-31,Bengaluru,Personal Care,Sunscreen SPF50,4,2010.4,312.91
PE01920,2026-06-06,Hyderabad,Personal Care,Face Wash,1,181.15,15.56
PE00581,2026-04-26,Visakhapatnam,Personal Care,Antiseptic Liquid,2,294.66,28.3
PE00152,2026-04-10,Tirupati,Prescription Medicines,Insulin Pen,4,865.84,153.05
PE01752,2026-06-06,Hyderabad,Personal Care,Sunscreen SPF50,4,1055.84,178.31
PE00926,2026-05-03,Guntur,Medical Devices,Pulse Oximeter,2,5529.0,564.52
PE00868,2026-05-08,Vijayawada,Personal Care,Face Wash,4,1921.56,316.1
PE00463,2026-04-24,Tirupati,Prescription Medicines,Atorvastatin 10mg,2,754.32,96.24
PE01284,2026-05-17,Bengaluru,Prescription Medicines,Amlodipine 5mg,5,1005.05,110.02
PE01644,2026-06-28,Nellore,Medical Devices,Digital BP Monitor,5,14211.35,2767.96
PE01501,2026-06-30,Nellore,OTC Medicines,Paracetamol 500mg,5,225.75,38.33
PE00346,2026-04-29,Warangal,OTC Medicines,ORS Sachet,1,54.06,9.46
PE00543,2026-04-06,Vijayawada,Personal Care,Hand Sanitizer 500ml,5,744.2,76.99
PE01016,2026-05-27,Warangal,Personal Care,Antiseptic Liquid,5,2186.6,388.79
PE00098,2026-04-05,Hyderabad,Personal Care,Hand Sanitizer 500ml,3,1597.98,282.86
PE01368,2026-05-19,Nellore,OTC Medicines,Paracetamol 500mg,1,138.72,14.49
PE00545,2026-04-19,Tirupati,Prescription Medicines,Amlodipine 5mg,1,513.43,65.69
PE00687,2026-04-02,Nellore,Wellness & Nutrition,Fish Oil Capsules,1,997.5,119.69
PE01036,2026-05-23,Hyderabad,Prescription Medicines,Insulin Pen,1,549.96,62.09
PE01700,2026-06-10,Vijayawada,Wellness & Nutrition,Fish Oil Capsules,3,3923.7,839.99
PE00700,2026-04-08,Tirupati,Prescription Medicines,Insulin Pen,5,1276.05,240.44
PE01353,2026-05-13,Visakhapatnam,OTC Medicines,ORS Sachet,5,988.5,214.1
PE00900,2026-05-19,Hyderabad,Personal Care,Antiseptic Liquid,5,1202.15,208.04
PE00101,2026-04-05,Hyderabad,Wellness & Nutrition,Immunity Booster Syrup,3,1252.47,189.31
PE00022,2026-04-10,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,1,730.45,74.81
PE01619,2026-06-09,Tirupati,OTC Medicines,Cetirizine 10mg,1,144.27,19.54
PE01304,2026-05-03,Guntur,Wellness & Nutrition,Multivitamin Tablets,4,4898.6,424.26
PE01362,2026-05-17,Warangal,OTC Medicines,Cetirizine 10mg,1,72.11,13.68
PE01902,2026-06-26,Tirupati,Prescription Medicines,Azithromycin 500mg,3,646.08,97.97
PE01749,2026-06-02,Bengaluru,OTC Medicines,ORS Sachet,1,183.51,21.8
PE00808,2026-05-02,Bengaluru,OTC Medicines,ORS Sachet,2,387.38,57.98
PE00908,2026-05-26,Warangal,OTC Medicines,Paracetamol 500mg,2,175.54,35.87
PE01616,2026-06-21,Tirupati,Wellness & Nutrition,Immunity Booster Syrup,3,773.46,161.96
PE02020,2026-06-18,Bengaluru,Prescription Medicines,Metformin 500mg,2,1199.56,258.8
PE00139,2026-04-22,Warangal,Prescription Medicines,Insulin Pen,5,953.0,175.84
PE01760,2026-06-10,Tirupati,OTC Medicines,Cough Syrup 100ml,5,630.6,128.41
PE01013,2026-05-08,Hyderabad,OTC Medicines,ORS Sachet,1,83.14,8.76
PE01535,2026-06-15,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,3,1422.54,155.16
PE00531,2026-04-02,Guntur,Prescription Medicines,Azithromycin 500mg,1,137.72,20.88
PE02084,2026-06-19,Guntur,Personal Care,Face Wash,4,1031.44,226.32
PE00274,2026-04-17,Warangal,OTC Medicines,Antacid Tablets,2,96.02,20.4
PE01261,2026-05-24,Nellore,Personal Care,Baby Diaper Pack,5,437.0,94.68
PE00756,2026-05-24,Nellore,Wellness & Nutrition,Calcium + D3 Tablets,4,4201.12,896.79
PE01256,2026-05-18,Hyderabad,OTC Medicines,Paracetamol 500mg,2,322.42,49.81
PE00294,2026-04-10,Bengaluru,Personal Care,Baby Diaper Pack,3,1282.47,267.34
PE00616,2026-04-12,Bengaluru,OTC Medicines,Paracetamol 500mg,3,352.08,71.56
PE00001,2026-04-21,Hyderabad,Prescription Medicines,Insulin Pen,1,585.11,120.11
PE01953,2026-06-22,Vijayawada,OTC Medicines,Antacid Tablets,1,165.96,23.81
PE00836,2026-05-21,Warangal,Prescription Medicines,Amlodipine 5mg,5,1026.3,216.46
PE00891,2026-05-05,Hyderabad,Personal Care,Hand Sanitizer 500ml,2,976.56,211.05
PE00304,2026-04-16,Hyderabad,OTC Medicines,Cetirizine 10mg,2,157.58,21.04
PE00517,2026-04-02,Bengaluru,Personal Care,Baby Diaper Pack,2,329.62,66.86
PE01204,2026-05-20,Karimnagar,OTC Medicines,Cough Syrup 100ml,5,250.1,30.34
PE01218,2026-05-20,Nellore,Prescription Medicines,Insulin Pen,3,1768.11,251.94
PE00732,2026-05-13,Tirupati,Prescription Medicines,Atorvastatin 10mg,3,1210.32,234.49
PE01365,2026-05-13,Vijayawada,Lab Tests,Vitamin D Test,5,8112.5,964.98
PE00094,2026-04-17,Hyderabad,OTC Medicines,Cough Syrup 100ml,5,313.85,34.39
PE00250,2026-04-28,Warangal,Prescription Medicines,Azithromycin 500mg,3,1714.47,145.32
PE01298,2026-05-11,Tirupati,OTC Medicines,Cough Syrup 100ml,1,195.36,30.92
PE00695,2026-04-06,Hyderabad,Personal Care,Hand Sanitizer 500ml,1,509.64,49.49
PE01178,2026-05-16,Hyderabad,Personal Care,Face Wash,4,336.16,58.57
PE00291,2026-04-07,Visakhapatnam,Prescription Medicines,Azithromycin 500mg,3,818.1,114.68
PE00980,2026-05-14,Hyderabad,,Digital BP Monitor,5,7420.7,702.31
PE00755,2026-05-06,Bengaluru,OTC Medicines,Cetirizine 10mg,1,50.03,9.64
PE01479,2026-06-12,Tirupati,Medical Devices,Pulse Oximeter,5,5669.3,693.87
PE00188,2026-04-03,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,1,106.07,18.44
PE00797,2026-05-26,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,1,600.58,87.43
PE00141,2026-04-17,Visakhapatnam,Lab Tests,Lipid Profile,4,2233.56,218.45
PE00629,2026-04-09,Vijayawada,Prescription Medicines,Amlodipine 5mg,3,1359.87,179.35
PE00915,2026-05-28,Vijayawada,Prescription Medicines,Metformin 500mg,2,253.68,24.16
PE00649,2026-04-02,Hyderabad,Prescription Medicines,Amlodipine 5mg,2,209.62,20.63
PE01926,2026-06-20,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,3,3787.47,468.92
PE00204,2026-04-04,Nellore,Prescription Medicines,Atorvastatin 10mg,3,467.97,65.13
PE01989,2026-06-02,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,5,6714.6,623.86
PE00580,2026-04-16,Bengaluru,Personal Care,Antiseptic Liquid,1,485.44,48.33
PE01007,2026-05-10,Hyderabad,OTC Medicines,Cetirizine 10mg,5,203.1,44.35
PE01608,2026-06-08,Visakhapatnam,Wellness & Nutrition,Whey Protein 1kg,1,670.35,74.51
PE01123,2026-05-23,Karimnagar,Prescription Medicines,Azithromycin 500mg,3,739.95,100.58
PE01504,2026-06-29,Tirupati,Medical Devices,Thermometer,5,6968.45,1421.35
PE01949,2026-06-13,Bengaluru,Wellness & Nutrition,Fish Oil Capsules,5,3920.15,712.72
PE00525,2026-04-02,Hyderabad,Medical Devices,Thermometer,3,5193.0,1112.84
PE02043,2026-06-17,Hyderabad,Medical Devices,Glucometer Kit,1,719.81,97.03
PE01967,2026-06-05,Nellore,Lab Tests,Vitamin D Test,4,6589.6,857.26
PE01309,2026-05-14,Karimnagar,OTC Medicines,Cetirizine 10mg,3,371.46,79.75
PE00503,2026-04-18,Hyderabad,OTC Medicines,Cough Syrup 100ml,4,854.16,143.56
PE00627,2026-04-21,Bengaluru,Personal Care,Hand Sanitizer 500ml,5,1765.85,365.89
PE01120,2026-05-18,Bengaluru,Medical Devices,Thermometer,5,4326.85,380.52
PE00652,2026-04-19,Vijayawada,Prescription Medicines,Amlodipine 5mg,4,828.92,75.89
PE02038,2026-06-28,Visakhapatnam,OTC Medicines,Antacid Tablets,1,184.07,36.96
PE00123,2026-04-26,Bengaluru,OTC Medicines,ORS Sachet,2,291.16,45.9
PE00112,2026-04-15,Guntur,,Sunscreen SPF50,4,970.36,189.83
PE00438,2026-04-20,Visakhapatnam,OTC Medicines,Paracetamol 500mg,5,397.7,82.72
PE01039,2026-05-16,Bengaluru,Wellness & Nutrition,Fish Oil Capsules,3,3074.22,395.7
PE01850,2026-06-11,Bengaluru,Medical Devices,Thermometer,1,1348.23,246.66
PE01108,2026-05-13,Warangal,OTC Medicines,Antacid Tablets,3,405.99,78.96
PE01135,2026-05-20,Vijayawada,Personal Care,Antiseptic Liquid,3,1510.98,170.39
PE00052,2026-04-27,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,2,1771.86,303.04
PE00644,2026-04-24,Hyderabad,Prescription Medicines,Insulin Pen,5,2012.15,365.26
PE00108,2026-04-01,Hyderabad,Prescription Medicines,Azithromycin 500mg,5,3168.8,541.06
PE01971,2026-06-10,Tirupati,Prescription Medicines,Insulin Pen,4,1336.72,166.87
PE01274,2026-05-20,Bengaluru,OTC Medicines,Cough Syrup 100ml,2,391.74,68.45
PE00956,2026-05-09,Hyderabad,Lab Tests,Lipid Profile,2,901.42,78.83
PE00418,2026-04-28,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,2,963.48,202.18
PE00150,2026-04-10,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,2,2449.76,425.82
PE01554,2026-06-25,Hyderabad,Prescription Medicines,Insulin Pen,3,1150.2,164.14
PE01222,2026-05-02,Bengaluru,Personal Care,Hand Sanitizer 500ml,1,179.48,37.33
PE01210,2026-05-14,Hyderabad,OTC Medicines,Antacid Tablets,5,825.95,89.8
PE00959,2026-05-12,Hyderabad,Wellness & Nutrition,Immunity Booster Syrup,1,819.17,109.47
PE02070,2026-06-11,Guntur,Wellness & Nutrition,Multivitamin Tablets,4,2857.24,493.03
PE01903,2026-06-28,Bengaluru,OTC Medicines,ORS Sachet,1,215.54,21.49
PE01159,2026-05-02,Vijayawada,Personal Care,Baby Diaper Pack,3,726.63,83.52
PE01223,2026-05-23,Visakhapatnam,OTC Medicines,Paracetamol 500mg,2,304.04,40.67
PE00736,2026-05-19,Guntur,Wellness & Nutrition,Calcium + D3 Tablets,5,3734.3,379.74
PE01959,2026-06-14,Nellore,OTC Medicines,Cough Syrup 100ml,4,784.8,65.94
PE00227,2026-04-06,Visakhapatnam,Prescription Medicines,Atorvastatin 10mg,5,1135.45,97.97
PE01659,2026-06-24,Hyderabad,OTC Medicines,Antacid Tablets,5,612.35,49.69
PE02071,2026-06-08,Hyderabad,OTC Medicines,Cough Syrup 100ml,2,240.66,43.2
PE01819,2026-06-10,Karimnagar,Personal Care,Sunscreen SPF50,3,1062.42,97.44
PE01189,2026-05-21,Vijayawada,Prescription Medicines,Insulin Pen,4,1482.52,139.71
PE00333,2026-04-03,Nellore,Prescription Medicines,Insulin Pen,1,152.23,32.21
PE01088,2026-05-21,Hyderabad,OTC Medicines,Cough Syrup 100ml,5,917.35,119.33
PE01096,2026-05-03,Tirupati,OTC Medicines,Paracetamol 500mg,3,208.38,34.7
PE01801,2026-06-18,Warangal,OTC Medicines,Cetirizine 10mg,3,320.58,31.08
PE02059,2026-06-11,Karimnagar,OTC Medicines,ORS Sachet,5,1057.6,179.35
PE00127,2026-04-27,Nellore,Prescription Medicines,Azithromycin 500mg,5,2215.35,187.98
PE00065,2026-04-06,Vijayawada,Personal Care,Baby Diaper Pack,5,469.35,58.22
PE01612,2026-06-08,Bengaluru,Prescription Medicines,Atorvastatin 10mg,2,340.2,37.23
PE00027,2026-04-11,Guntur,OTC Medicines,Antacid Tablets,4,590.72,103.37
PE00896,2026-05-25,Karimnagar,Lab Tests,Thyroid Profile,5,2543.4,482.76
PE00196,2026-04-10,Karimnagar,OTC Medicines,ORS Sachet,3,190.71,40.4
PE01878,2026-06-25,Guntur,Prescription Medicines,Azithromycin 500mg,2,236.1,33.23
PE01662,2026-06-12,Bengaluru,OTC Medicines,ORS Sachet,2,85.6,15.86
PE01490,2026-06-27,Tirupati,Wellness & Nutrition,Whey Protein 1kg,2,825.8,124.38
PE02013,2026-06-08,Warangal,Wellness & Nutrition,Calcium + D3 Tablets,3,1811.94,154.13
PE01545,2026-06-18,Nellore,OTC Medicines,Cough Syrup 100ml,1,182.33,21.54
PE00114,2026-04-19,Hyderabad,,Immunity Booster Syrup,1,694.17,118.26
